PO_ID,PO_Date,SupplierID,SupplierName,MaterialID,MaterialName,Category,UnitOfMeasure,OrderQuantity,UnitCost_INR,BaseCost_INR,GST_Rate_Percent,GST_Amount_INR,FreightCost_INR,TotalPOValue_INR,PromisedLeadTimeDays,ExpectedDeliveryDate,ActualDeliveryDate,DelayDays,DeliveryStatus,PaymentTermsDays
PO-2020-0255,2020-12-18,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,12221.0,3.52,43017.92,18,7743.23,1741.38,52502.53,8,2020-12-26,2020-12-26,0,On-Time,15
PO-2020-0256,2020-12-19,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,11618.0,4.65,54023.7,18,9724.27,891.34,64639.31,9,2020-12-28,2020-12-28,0,On-Time,15
PO-2020-0257,2020-12-22,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,456.4,184.93,84402.05,5,4220.1,2901.85,91524.0,17,2021-01-08,2021-01-08,0,On-Time,30
PO-2020-0258,2020-12-22,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,15707.0,0.97,15235.79,18,2742.44,468.32,18446.55,8,2020-12-30,2020-12-30,0,On-Time,15
PO-2020-0259,2020-12-23,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,532.6,230.39,122705.71,5,6135.29,2891.55,131732.55,20,2021-01-12,2021-01-19,7,Delayed,30
PO-2020-0260,2020-12-23,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,47.1,1030.28,48526.19,12,5823.14,1679.26,56028.59,22,2021-01-14,2021-01-23,9,Delayed,45
PO-2020-0261,2020-12-23,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,39.1,1123.64,43934.32,12,5272.12,1039.79,50246.23,19,2021-01-11,2021-01-11,0,On-Time,45
PO-2020-0262,2020-12-24,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,293.1,206.35,60481.19,5,3024.06,1929.0,65434.25,19,2021-01-12,2021-01-12,0,On-Time,30
PO-2020-0263,2020-12-24,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1697.0,24.76,42017.72,18,7563.19,1930.33,51511.24,8,2021-01-01,2021-01-01,0,On-Time,15
PO-2020-0264,2020-12-24,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,237.3,118.46,28110.56,18,5059.9,2475.36,35645.82,10,2021-01-03,2021-01-03,0,On-Time,60
PO-2020-0265,2020-12-26,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,41.5,1166.78,48421.37,12,5810.56,1660.86,55892.79,21,2021-01-16,2021-01-16,0,On-Time,45
PO-2020-0266,2020-12-27,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,89.7,1256.61,112717.92,12,13526.15,2156.9,128400.97,16,2021-01-12,2021-01-11,-1,Early,45
PO-2020-0267,2020-12-28,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,11397.0,4.88,55617.36,18,10011.12,861.72,66490.2,7,2021-01-04,2021-01-02,-2,Early,15
PO-2020-0268,2020-12-28,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,11977.0,3.48,41679.96,18,7502.39,1808.03,50990.38,7,2021-01-04,2021-01-04,0,On-Time,15
PO-2020-0269,2020-12-28,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,54.0,345.89,18678.06,12,2241.37,1102.31,22021.74,16,2021-01-13,2021-01-13,0,On-Time,45
PO-2020-0270,2020-12-29,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,67.3,213.13,14343.65,18,2581.86,1324.16,18249.67,11,2021-01-09,2021-01-09,0,On-Time,60
PO-2020-0271,2020-12-29,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,16174.0,1.01,16335.74,18,2940.43,479.91,19756.08,5,2021-01-03,2021-01-03,0,On-Time,15
PO-2020-0272,2020-12-30,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,173.1,95.94,16607.21,18,2989.3,2135.23,21731.74,9,2021-01-08,2021-01-08,0,On-Time,60
PO-2020-0273,2020-12-31,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,60.7,1849.64,112273.15,12,13472.78,1254.52,127000.45,14,2021-01-14,2021-01-14,0,On-Time,45
PO-2021-0001,2021-01-01,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,320.3,237.37,76029.61,5,3801.48,2483.23,82314.32,22,2021-01-23,2021-01-25,2,Delayed,30
PO-2021-0002,2021-01-02,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,431.9,206.48,89178.71,5,4458.94,3237.6,96875.25,17,2021-01-19,2021-01-19,0,On-Time,30
PO-2021-0003,2021-01-03,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,2062.0,26.1,53818.2,18,9687.28,2625.94,66131.42,9,2021-01-12,2021-01-12,0,On-Time,15
PO-2021-0004,2021-01-04,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,519.5,280.42,145678.19,5,7283.91,3287.32,156249.42,18,2021-01-22,2021-01-22,0,On-Time,30
PO-2021-0005,2021-01-06,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,12003.0,4.87,58454.61,18,10521.83,1173.24,70149.68,9,2021-01-15,2021-01-15,0,On-Time,15
PO-2021-0006,2021-01-07,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,17555.0,1.04,18257.2,18,3286.3,611.82,22155.32,6,2021-01-13,2021-01-17,4,Delayed,15
PO-2021-0007,2021-01-07,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,12512.0,3.61,45168.32,18,8130.3,2348.27,55646.89,8,2021-01-15,2021-01-13,-2,Early,15
PO-2021-0008,2021-01-10,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,291.0,242.32,70515.12,5,3525.76,2316.51,76357.39,20,2021-01-30,2021-01-30,0,On-Time,30
PO-2021-0009,2021-01-10,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,53.0,389.13,20623.89,12,2474.87,1279.92,24378.68,16,2021-01-26,2021-01-26,0,On-Time,45
PO-2021-0010,2021-01-10,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,45.3,1215.48,55061.24,12,6607.35,1898.61,63567.2,19,2021-01-29,2021-01-27,-2,Early,45
PO-2021-0011,2021-01-11,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,231.3,135.08,31244.0,18,5623.92,3166.84,40034.76,11,2021-01-22,2021-01-22,0,On-Time,60
PO-2021-0012,2021-01-13,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,41.1,1329.93,54660.12,12,6559.21,1847.15,63066.48,20,2021-02-02,2021-02-08,6,Delayed,45
PO-2021-0013,2021-01-13,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,499.4,220.63,110182.62,5,5509.13,3386.71,119078.46,16,2021-01-29,2021-01-29,0,On-Time,30
PO-2021-0014,2021-01-13,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,33.9,1256.46,42593.99,12,5111.28,1280.66,48985.93,17,2021-01-30,2021-02-05,6,Delayed,45
PO-2021-0015,2021-01-14,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,177.2,98.84,17514.45,18,3152.6,2504.3,23171.35,11,2021-01-25,2021-01-23,-2,Early,60
PO-2021-0016,2021-01-14,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1818.0,25.82,46940.76,18,8449.34,2460.07,57850.17,8,2021-01-22,2021-01-22,0,On-Time,15
PO-2021-0017,2021-01-14,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,81.6,1484.26,121115.62,12,14533.87,2482.98,138132.47,16,2021-01-30,2021-01-30,0,On-Time,45
PO-2021-0018,2021-01-14,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,336.7,226.01,76097.57,5,3804.88,2311.9,82214.35,21,2021-02-04,2021-02-08,4,Delayed,30
PO-2021-0019,2021-01-14,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,12496.0,4.87,60855.52,18,10953.99,1089.95,72899.46,7,2021-01-21,2021-01-19,-2,Early,15
PO-2021-0020,2021-01-16,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,16689.0,1.05,17523.45,18,3154.22,562.58,21240.25,6,2021-01-22,2021-01-22,0,On-Time,15
PO-2021-0021,2021-01-17,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,10768.0,3.71,39949.28,18,7190.87,1976.53,49116.68,9,2021-01-26,2021-01-26,0,On-Time,15
PO-2021-0022,2021-01-19,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,67.1,2267.86,152173.41,12,18260.81,1520.01,171954.23,15,2021-02-03,2021-02-07,4,Delayed,45
PO-2021-0023,2021-01-19,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,534.0,282.24,150716.16,5,7535.81,3705.64,161957.61,20,2021-02-08,2021-02-08,0,On-Time,30
PO-2021-0024,2021-01-20,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,68.8,221.74,15255.71,18,2746.03,1576.09,19577.83,11,2021-01-31,2021-01-31,0,On-Time,60
PO-2021-0025,2021-01-23,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1751.0,26.37,46173.87,18,8311.3,2301.2,56786.37,7,2021-01-30,2021-01-30,0,On-Time,15
PO-2021-0026,2021-01-24,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,13008.0,4.85,63088.8,18,11355.98,1069.48,75514.26,6,2021-01-30,2021-01-29,-1,Early,15
PO-2021-0027,2021-01-25,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,465.1,210.19,97759.37,5,4887.97,3169.12,105816.46,17,2021-02-11,2021-02-11,0,On-Time,30
PO-2021-0028,2021-01-25,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,16759.0,1.1,18434.9,18,3318.28,571.89,22325.07,8,2021-02-02,2021-02-02,0,On-Time,15
PO-2021-0029,2021-01-25,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,52.0,380.33,19777.16,12,2373.26,1281.71,23432.13,14,2021-02-08,2021-02-08,0,On-Time,45
PO-2021-0030,2021-01-26,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,293.3,220.4,64643.32,5,3232.17,2109.7,69985.19,22,2021-02-17,2021-02-16,-1,Early,30
PO-2021-0031,2021-01-26,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,11600.0,3.79,43964.0,18,7913.52,2202.27,54079.79,8,2021-02-03,2021-02-01,-2,Early,15
PO-2021-0032,2021-01-26,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,293.0,235.31,68945.83,5,3447.29,2342.14,74735.26,18,2021-02-13,2021-02-11,-2,Early,30
PO-2021-0033,2021-01-29,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,172.8,100.39,17347.39,18,3122.53,2471.02,22940.94,11,2021-02-09,2021-02-09,0,On-Time,60
PO-2021-0034,2021-01-29,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,251.1,133.33,33479.16,18,6026.25,3068.99,42574.4,12,2021-02-10,2021-02-10,0,On-Time,60
PO-2021-0035,2021-01-30,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,79.3,1419.84,112593.31,12,13511.2,2421.58,128526.09,16,2021-02-15,2021-02-27,12,Delayed,45
PO-2021-0036,2021-01-31,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,47.2,1158.64,54687.81,12,6562.54,1908.99,63159.34,22,2021-02-22,2021-02-22,0,On-Time,45
PO-2021-0037,2021-01-31,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,518.0,268.65,139160.7,5,6958.03,3403.78,149522.51,21,2021-02-21,2021-02-19,-2,Early,30
PO-2021-0038,2021-02-01,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,39.1,1218.24,47633.18,12,5715.98,1190.35,54539.51,19,2021-02-20,2021-02-18,-2,Early,45
PO-2021-0039,2021-02-01,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,13283.0,4.88,64821.04,18,11667.79,1082.91,77571.74,10,2021-02-11,2021-02-11,0,On-Time,15
PO-2021-0040,2021-02-01,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1961.0,26.49,51946.89,18,9350.44,2869.0,64166.33,7,2021-02-08,2021-02-08,0,On-Time,15
PO-2021-0041,2021-02-02,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,15599.0,1.08,16846.92,18,3032.45,589.61,20468.98,6,2021-02-08,2021-02-09,1,Delayed,15
PO-2021-0042,2021-02-02,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,40.5,1359.96,55078.38,12,6609.41,2013.4,63701.19,19,2021-02-21,2021-03-03,10,Delayed,45
PO-2021-0043,2021-02-03,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,64.5,2135.28,137725.56,12,16527.07,1484.99,155737.62,12,2021-02-15,2021-02-20,5,Delayed,45
PO-2021-0044,2021-02-04,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,11435.0,3.77,43109.95,18,7759.79,2238.31,53108.05,8,2021-02-12,2021-02-12,0,On-Time,15
PO-2021-0045,2021-02-05,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,65.0,234.44,15238.6,18,2742.95,1500.67,19482.22,14,2021-02-19,2021-02-19,0,On-Time,60
PO-2021-0046,2021-02-06,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,437.3,214.32,93722.14,5,4686.11,3215.79,101624.04,16,2021-02-22,2021-02-22,0,On-Time,30
PO-2021-0047,2021-02-07,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,337.4,235.7,79525.18,5,3976.26,2323.41,85824.85,17,2021-02-24,2021-02-25,1,Delayed,30
PO-2021-0048,2021-02-08,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,24.0,659.09,15818.16,12,1898.18,1060.93,18777.27,15,2021-02-23,2021-02-23,0,On-Time,45
PO-2021-0049,2021-02-09,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,11860.0,5.09,60367.4,18,10866.13,1038.25,72271.78,10,2021-02-19,2021-02-19,0,On-Time,15
PO-2021-0050,2021-02-09,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,296.9,219.83,65267.53,5,3263.38,2301.69,70832.6,22,2021-03-03,2021-03-03,0,On-Time,30
PO-2021-0051,2021-02-10,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,18194.0,1.1,20013.4,18,3602.41,598.45,24214.26,6,2021-02-16,2021-02-16,0,On-Time,15
PO-2021-0052,2021-02-10,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,49.0,386.6,18943.4,12,2273.21,1302.82,22519.43,14,2021-02-24,2021-02-28,4,Delayed,45
PO-2021-0053,2021-02-11,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1943.0,26.55,51586.65,18,9285.6,2594.04,63466.29,8,2021-02-19,2021-02-19,0,On-Time,15
PO-2021-0054,2021-02-12,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,270.6,132.17,35765.2,18,6437.74,3455.15,45658.09,12,2021-02-24,2021-02-23,-1,Early,60
PO-2021-0055,2021-02-14,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,561.2,270.02,151535.22,5,7576.76,3585.27,162697.25,22,2021-03-08,2021-03-08,0,On-Time,30
PO-2021-0056,2021-02-14,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,11308.0,3.73,42178.84,18,7592.19,2102.47,51873.5,11,2021-02-25,2021-02-24,-1,Early,15
PO-2021-0057,2021-02-15,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,200.1,97.29,19467.73,18,3504.19,2674.47,25646.39,12,2021-02-27,2021-02-27,0,On-Time,60
PO-2021-0058,2021-02-16,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,89.9,1487.52,133728.05,12,16047.37,2533.84,152309.26,17,2021-03-05,2021-03-05,0,On-Time,45
PO-2021-0059,2021-02-16,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,42.0,1195.16,50196.72,12,6023.61,1977.89,58198.22,18,2021-03-06,2021-03-08,2,Delayed,45
PO-2021-0060,2021-02-17,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,13619.0,5.09,69320.71,18,12477.73,1245.59,83044.03,6,2021-02-23,2021-02-23,0,On-Time,15
PO-2021-0061,2021-02-18,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,16272.0,1.09,17736.48,18,3192.57,541.78,21470.83,7,2021-02-25,2021-02-25,0,On-Time,15
PO-2021-0062,2021-02-18,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,34.6,1279.98,44287.31,12,5314.48,1297.0,50898.79,17,2021-03-07,2021-03-06,-1,Early,45
PO-2021-0063,2021-02-19,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,422.3,220.85,93264.96,5,4663.25,2951.56,100879.77,19,2021-03-10,2021-03-08,-2,Early,30
PO-2021-0064,2021-02-19,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,61.8,2143.58,132473.24,12,15896.79,1575.05,149945.08,11,2021-03-02,2021-03-02,0,On-Time,45
PO-2021-0065,2021-02-21,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1898.0,25.52,48436.96,18,8718.65,2698.79,59854.4,9,2021-03-02,2021-03-02,0,On-Time,15
PO-2021-0066,2021-02-22,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,290.5,222.16,64537.48,5,3226.87,2400.5,70164.85,22,2021-03-16,2021-03-16,0,On-Time,30
PO-2021-0067,2021-02-22,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,39.0,1303.53,50837.67,12,6100.52,2034.5,58972.69,20,2021-03-14,2021-03-14,0,On-Time,45
PO-2021-0068,2021-02-23,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,57.7,232.47,13413.52,18,2414.43,1468.01,17295.96,12,2021-03-07,2021-03-07,0,On-Time,60
PO-2021-0069,2021-02-23,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,311.5,249.47,77709.9,5,3885.49,2361.92,83957.31,19,2021-03-14,2021-03-20,6,Delayed,30
PO-2021-0070,2021-02-24,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,11028.0,3.62,39921.36,18,7185.84,2004.29,49111.49,10,2021-03-06,2021-03-07,1,Delayed,15
PO-2021-0071,2021-02-24,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,12852.0,5.0,64260.0,18,11566.8,1129.46,76956.26,9,2021-03-05,2021-03-05,0,On-Time,15
PO-2021-0072,2021-02-25,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,58.0,376.73,21850.34,12,2622.04,1499.49,25971.87,16,2021-03-13,2021-03-13,0,On-Time,45
PO-2021-0073,2021-02-25,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,24.0,634.25,15222.0,12,1826.64,1085.36,18134.0,17,2021-03-14,2021-03-14,0,On-Time,45
PO-2021-0074,2021-02-27,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,18520.0,1.11,20557.2,18,3700.3,619.4,24876.9,6,2021-03-05,2021-03-07,2,Delayed,15
PO-2021-0075,2021-02-28,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,476.5,264.42,125996.13,5,6299.81,3142.31,135438.25,18,2021-03-18,2021-03-18,0,On-Time,30
PO-2021-0076,2021-03-01,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,165.5,104.69,17326.19,18,3118.71,2495.09,22939.99,8,2021-03-09,2021-03-09,0,On-Time,60
PO-2021-0077,2021-03-02,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1525.0,26.69,40702.25,18,7326.4,2057.61,50086.26,9,2021-03-11,2021-03-11,0,On-Time,15
PO-2021-0078,2021-03-03,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,220.4,131.03,28879.01,18,5198.22,3122.37,37199.6,13,2021-03-16,2021-03-14,-2,Early,60
PO-2021-0079,2021-03-04,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,350.7,217.4,76242.18,5,3812.11,2737.54,82791.83,22,2021-03-26,2021-03-25,-1,Early,30
PO-2021-0080,2021-03-05,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,65.7,1457.01,95725.56,12,11487.07,2147.18,109359.81,21,2021-03-26,2021-03-26,0,On-Time,45
PO-2021-0081,2021-03-06,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,9530.0,3.65,34784.5,18,6261.21,1967.58,43013.29,9,2021-03-15,2021-03-15,0,On-Time,15
PO-2021-0082,2021-03-06,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9545.0,5.05,48202.25,18,8676.41,992.45,57871.11,6,2021-03-12,2021-03-12,0,On-Time,15
PO-2021-0083,2021-03-06,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,38.7,1199.35,46414.85,12,5569.78,1839.79,53824.42,22,2021-03-28,2021-03-28,0,On-Time,45
PO-2021-0084,2021-03-08,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,14026.0,1.04,14587.04,18,2625.67,560.48,17773.19,7,2021-03-15,2021-03-15,0,On-Time,15
PO-2021-0085,2021-03-08,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,286.7,226.96,65069.43,5,3253.47,2046.93,70369.83,24,2021-04-01,2021-03-30,-2,Early,30
PO-2021-0086,2021-03-09,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,240.4,243.28,58484.51,5,2924.23,2078.29,63487.03,25,2021-04-03,2021-04-03,0,On-Time,30
PO-2021-0087,2021-03-09,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,51.1,2132.01,108945.71,12,13073.49,1349.6,123368.8,17,2021-03-26,2021-03-26,0,On-Time,45
PO-2021-0088,2021-03-10,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,34.5,1219.82,42083.79,12,5050.05,1273.61,48407.45,17,2021-03-27,2021-03-27,0,On-Time,45
PO-2021-0089,2021-03-10,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,33.8,1301.59,43993.74,12,5279.25,1892.5,51165.49,19,2021-03-29,2021-04-15,17,Delayed,45
PO-2021-0090,2021-03-11,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,23.0,657.52,15122.96,12,1814.76,1196.11,18133.83,18,2021-03-29,2021-03-29,0,On-Time,45
PO-2021-0091,2021-03-12,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,43.0,365.88,15732.84,12,1887.94,1188.45,18809.23,15,2021-03-27,2021-03-27,0,On-Time,45
PO-2021-0092,2021-03-12,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,440.6,282.4,124425.44,5,6221.27,3283.09,133929.8,23,2021-04-04,2021-04-04,0,On-Time,30
PO-2021-0093,2021-03-12,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,51.0,233.71,11919.21,18,2145.46,1337.63,15402.3,11,2021-03-23,2021-03-23,0,On-Time,60
PO-2021-0094,2021-03-14,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1587.0,25.21,40008.27,18,7201.49,2410.55,49620.31,9,2021-03-23,2021-03-23,0,On-Time,15
PO-2021-0095,2021-03-15,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9974.0,4.94,49271.56,18,8868.88,950.21,59090.65,6,2021-03-21,2021-03-21,0,On-Time,15
PO-2021-0096,2021-03-16,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,9198.0,3.72,34216.56,18,6158.98,1745.15,42120.69,9,2021-03-25,2021-03-27,2,Delayed,15
PO-2021-0097,2021-03-19,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,13616.0,1.09,14841.44,18,2671.46,545.5,18058.4,7,2021-03-26,2021-03-26,0,On-Time,15
PO-2021-0098,2021-03-20,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,416.7,211.08,87957.04,5,4397.85,3001.96,95356.85,21,2021-04-10,2021-04-10,0,On-Time,30
PO-2021-0099,2021-03-21,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,161.6,103.39,16707.82,18,3007.41,2228.07,21943.3,11,2021-04-01,2021-04-01,0,On-Time,60
PO-2021-0100,2021-03-24,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,209.7,127.41,26717.88,18,4809.22,2707.61,34234.71,11,2021-04-04,2021-04-04,0,On-Time,60
